goal	rule	score
parent(albus_severus_potter, Z9)	parent(albus_severus_potter, ginny_weasley)	0
parent(charlie_weasley, Z3)	parent(charlie_weasley, harry_potter)	0
ancestor(albus_severus_potter, _EX4)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(charlie_weasley, Z2)	parent(charlie_weasley, ron_weasley)	0
parent(albus_severus_potter, Z9)	parent(albus_severus_potter, alice_longbottom)	0
parent(albus_severus_potter, Z2)	parent(albus_severus_potter, arthur_weasley)	0
parent(albus_severus_potter, Z9)	parent(albus_severus_potter, hermione_granger)	0
ancestor(harry_potter, _EX4)	ancestor(X, Y) :- parent(X, Y)	0
parent(hugo_weasley, Z9)	parent(hugo_weasley, james_potter)	0
ancestor(james_sirius_potter, _EX4)	ancestor(X, Y) :- parent(X, Y)	0
parent(ron_weasley, Z4)	parent(ron_weasley, ron_weasley)	0
parent(ron_weasley, Z12)	parent(ron_weasley, arthur_weasley)	0
parent(Z2, Z3)	parent(Z2, hermione_granger)	0
parent(harry_potter, Z10)	parent(harry_potter, harry_potter)	0
parent(james_sirius_potter, Z3)	parent(james_sirius_potter, molly_weasley)	0
parent(bill_weasley, Z11)	parent(bill_weasley, molly_weasley)	0
parent(charlie_weasley, Z11)	parent(charlie_weasley, harry_potter)	0
parent(percy_weasley, Z8)	parent(percy_weasley, ron_weasley)	0
parent(ron_weasley, Z10)	parent(ron_weasley, ron_weasley)	0
parent(hugo_weasley, Z2)	parent(hugo_weasley, narcissa_malfoy)	0
parent(fred_weasley, Z12)	parent(fred_weasley, molly_weasley)	0
parent(bill_weasley, Z11)	parent(bill_weasley, ginny_weasley)	0
parent(neville_longbottom, Z10)	parent(neville_longbottom, harry_potter)	0
parent(percy_weasley, Z11)	parent(percy_weasley, arthur_weasley)	0
parent(charlie_weasley, Z3)	parent(charlie_weasley, vernon_dursley)	0
parent(george_weasley, Z9)	parent(george_weasley, hermione_granger)	0
parent(ron_weasley, Z4)	parent(ron_weasley, molly_weasley)	0
parent(dudley_dursley, Z10)	parent(dudley_dursley, hermione_granger)	0
parent(james_sirius_potter, Z9)	parent(james_sirius_potter, vernon_dursley)	0
parent(percy_weasley, Z7)	parent(percy_weasley, petunia_dursley)	0
parent(harry_potter, Z10)	parent(harry_potter, petunia_dursley)	0
parent(neville_longbottom, Z9)	parent(neville_longbottom, lucius_malfoy)	0
half_blood(X0)	half_blood(bill_weasley)	0
parent(ginny_weasley, Z11)	parent(ginny_weasley, ron_weasley)	0
muggleborn(X0)	muggleborn(petunia_dursley)	0
parent(Z1, molly_weasley)	parent(Z1, molly_weasley)	0
ancestor(bill_weasley, P)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(albus_severus_potter, Y)	ancestor(X, Y) :- parent(X, Y)	0
muggleborn(X0)	muggleborn(salazar_slytherin)	0
half_blood(X0)	half_blood(lily_potter)	0
parent(harry_potter, Z8)	parent(harry_potter, molly_weasley)	0
parent(charlie_weasley, Z8)	parent(charlie_weasley, ron_weasley)	0
parent(hugo_weasley, Z10)	parent(hugo_weasley, james_potter)	0
parent(draco_malfoy, Z6)	parent(draco_malfoy, frank_longbottom)	0
half_blood(X0)	half_blood(padma_patil)	0
parent(hugo_weasley, Z4)	parent(hugo_weasley, lucius_malfoy)	0
parent(james_sirius_potter, Z8)	parent(james_sirius_potter, lily_potter)	0
male(X0)	male(lily_potter)	0
parent(luna_lovegood, Z2)	parent(luna_lovegood, arthur_weasley)	0
ancestor(fred_weasley, neville_longbottom)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(george_weasley, Z6)	parent(george_weasley, frank_longbottom)	0
parent(charlie_weasley, Z11)	parent(charlie_weasley, vernon_dursley)	0
parent(lily_luna_potter, Z12)	parent(lily_luna_potter, lucius_malfoy)	0
parent(percy_weasley, Z6)	parent(percy_weasley, james_potter)	0
male(X0)	male(myrtle_warren)	0
parent(luna_lovegood, Z2)	parent(luna_lovegood, petunia_dursley)	0
parent(Z11, Z12)	parent(Z11, frank_longbottom)	0
parent(james_sirius_potter, Z12)	parent(james_sirius_potter, alice_longbottom)	0
parent(james_sirius_potter, Z3)	parent(james_sirius_potter, alice_longbottom)	0
parent(draco_malfoy, Z10)	parent(draco_malfoy, ginny_weasley)	0
half_blood(X0)	half_blood(vernon_dursley)	0
parent(percy_weasley, Z6)	parent(percy_weasley, lucius_malfoy)	0
parent(charlie_weasley, Z6)	parent(charlie_weasley, harry_potter)	0
parent(dudley_dursley, Z11)	parent(dudley_dursley, hermione_granger)	0
parent(bill_weasley, Z11)	parent(bill_weasley, frank_longbottom)	0
ancestor(albus_severus_potter, X)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(harry_potter, Z2)	parent(harry_potter, alice_longbottom)	0
parent(albus_severus_potter, Z4)	parent(albus_severus_potter, lily_potter)	0
parent(harry_potter, Z9)	parent(harry_potter, ginny_weasley)	0
parent(draco_malfoy, Z2)	parent(draco_malfoy, lily_potter)	0
parent(george_weasley, Z12)	parent(george_weasley, molly_weasley)	0
parent(james_sirius_potter, Z11)	parent(james_sirius_potter, james_potter)	0
parent(james_sirius_potter, Z4)	parent(james_sirius_potter, arthur_weasley)	0
parent(hugo_weasley, Z12)	parent(hugo_weasley, petunia_dursley)	0
half_blood(X0)	half_blood(cormac_mclaggen)	0
parent(hugo_weasley, Z9)	parent(hugo_weasley, vernon_dursley)	0
parent(draco_malfoy, Z12)	parent(draco_malfoy, petunia_dursley)	0
parent(ron_weasley, Z3)	parent(ron_weasley, ginny_weasley)	0
muggleborn(X0)	muggleborn(remus_lupin)	0
parent(james_sirius_potter, Z10)	parent(james_sirius_potter, ginny_weasley)	0
parent(bill_weasley, Z2)	parent(bill_weasley, xenophilius_lovegood)	0
parent(fred_weasley, Z11)	parent(fred_weasley, lily_potter)	0
parent(ginny_weasley, Z2)	parent(ginny_weasley, molly_weasley)	0
parent(percy_weasley, Z4)	parent(percy_weasley, alice_longbottom)	0
enemy(P, peter_pettigrew)	enemy(X, Y) :- member_of(X, death_eaters), member_of(Y, dumbledores_army)	0
parent(rose_weasley, Z7)	parent(rose_weasley, lucius_malfoy)	0
parent(charlie_weasley, Z6)	parent(charlie_weasley, lily_potter)	0
muggleborn(X0)	muggleborn(regulus_black)	0
half_blood(X0)	half_blood(newt_scamander)	0
parent(hugo_weasley, Z8)	parent(hugo_weasley, frank_longbottom)	0
parent(neville_longbottom, Z12)	parent(neville_longbottom, harry_potter)	0
parent(neville_longbottom, Z12)	parent(neville_longbottom, petunia_dursley)	0
ancestor(rose_weasley, Y)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(neville_longbottom, Z10)	parent(neville_longbottom, xenophilius_lovegood)	0
parent(ginny_weasley, Z2)	parent(ginny_weasley, james_potter)	0
ancestor(george_weasley, _EX3)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(albus_severus_potter, Z10)	parent(albus_severus_potter, ginny_weasley)	0
parent(harry_potter, Z2)	parent(harry_potter, xenophilius_lovegood)	0
parent(charlie_weasley, Z2)	parent(charlie_weasley, hermione_granger)	0
ancestor(george_weasley, _EX4)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(dudley_dursley, Z7)	parent(dudley_dursley, frank_longbottom)	0
parent(luna_lovegood, Z12)	parent(luna_lovegood, frank_longbottom)	0
parent(albus_severus_potter, Z10)	parent(albus_severus_potter, hermione_granger)	0
parent(bill_weasley, Z2)	parent(bill_weasley, vernon_dursley)	0
parent(charlie_weasley, Z10)	parent(charlie_weasley, harry_potter)	0
ancestor(ginny_weasley, X)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(draco_malfoy, _EX5)	ancestor(X, Y) :- parent(X, Y)	0
parent(ginny_weasley, Z7)	parent(ginny_weasley, arthur_weasley)	0
ancestor(rose_weasley, neville_longbottom)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(fred_weasley, Z8)	parent(fred_weasley, ron_weasley)	0
parent(neville_longbottom, Z3)	parent(neville_longbottom, lily_potter)	0
parent(fred_weasley, Z11)	parent(fred_weasley, hermione_granger)	0
parent(percy_weasley, Z8)	parent(percy_weasley, frank_longbottom)	0
parent(lily_luna_potter, Z3)	parent(lily_luna_potter, frank_longbottom)	0
ancestor(bill_weasley, Y)	ancestor(X, Y) :- parent(X, Y)	0
parent(Z0, molly_weasley)	parent(Z0, molly_weasley)	0
parent(albus_severus_potter, Z8)	parent(albus_severus_potter, narcissa_malfoy)	0
parent(rose_weasley, Z8)	parent(rose_weasley, petunia_dursley)	0
parent(hugo_weasley, Z2)	parent(hugo_weasley, ron_weasley)	0
parent(james_sirius_potter, Z4)	parent(james_sirius_potter, hermione_granger)	0
parent(george_weasley, Z8)	parent(george_weasley, narcissa_malfoy)	0
parent(james_sirius_potter, Z5)	parent(james_sirius_potter, james_potter)	0
parent(neville_longbottom, Z8)	parent(neville_longbottom, frank_longbottom)	0
parent(harry_potter, Z0)	parent(harry_potter, hermione_granger)	0
parent(draco_malfoy, Z10)	parent(draco_malfoy, ron_weasley)	0
parent(draco_malfoy, Z6)	parent(draco_malfoy, molly_weasley)	0
parent(percy_weasley, Z10)	parent(percy_weasley, hermione_granger)	0
parent(rose_weasley, Z11)	parent(rose_weasley, hermione_granger)	0
parent(fred_weasley, Z10)	parent(fred_weasley, frank_longbottom)	0
parent(charlie_weasley, Z10)	parent(charlie_weasley, vernon_dursley)	0
parent(hugo_weasley, Z8)	parent(hugo_weasley, ginny_weasley)	0
parent(percy_weasley, Z11)	parent(percy_weasley, narcissa_malfoy)	0
parent(george_weasley, Z7)	parent(george_weasley, harry_potter)	0
parent(fred_weasley, Z11)	parent(fred_weasley, vernon_dursley)	0
parent(charlie_weasley, Z8)	parent(charlie_weasley, hermione_granger)	0
parent(rose_weasley, Z9)	parent(rose_weasley, arthur_weasley)	0
parent(bill_weasley, Z10)	parent(bill_weasley, hermione_granger)	0
parent(ron_weasley, Z8)	parent(ron_weasley, ginny_weasley)	0
parent(draco_malfoy, Z11)	parent(draco_malfoy, ginny_weasley)	0
parent(ginny_weasley, Z7)	parent(ginny_weasley, frank_longbottom)	0
parent(draco_malfoy, Z9)	parent(draco_malfoy, molly_weasley)	0
ancestor(hugo_weasley, _EX4)	ancestor(X, Y) :- parent(X, Y)	0
half_blood(X0)	half_blood(parvati_patil)	0
parent(fred_weasley, Z2)	parent(fred_weasley, xenophilius_lovegood)	0
parent(draco_malfoy, Z12)	parent(draco_malfoy, hermione_granger)	0
parent(albus_severus_potter, Z4)	parent(albus_severus_potter, molly_weasley)	0
parent(harry_potter, Z3)	parent(harry_potter, ron_weasley)	0
ancestor(charlie_weasley, neville_longbottom)	ancestor(X, Y) :- parent(X, Y)	0
parent(bill_weasley, Z9)	parent(bill_weasley, alice_longbottom)	0
parent(fred_weasley, Z11)	parent(fred_weasley, lucius_malfoy)	0
parent(ginny_weasley, Z8)	parent(ginny_weasley, james_potter)	0
parent(james_sirius_potter, Z7)	parent(james_sirius_potter, alice_longbottom)	0
parent(dudley_dursley, Z3)	parent(dudley_dursley, james_potter)	0
parent(george_weasley, Z9)	parent(george_weasley, arthur_weasley)	0
parent(percy_weasley, Z6)	parent(percy_weasley, lily_potter)	0
parent(harry_potter, Z8)	parent(harry_potter, ron_weasley)	0
parent(albus_severus_potter, Z3)	parent(albus_severus_potter, harry_potter)	0
parent(albus_severus_potter, Z8)	parent(albus_severus_potter, harry_potter)	0
wizard(arthur_weasley)	wizard(X) :- male(X), half_blood(X)	0
parent(james_sirius_potter, Z8)	parent(james_sirius_potter, frank_longbottom)	0
parent(lily_luna_potter, Z8)	parent(lily_luna_potter, ron_weasley)	0
parent(draco_malfoy, Z7)	parent(draco_malfoy, petunia_dursley)	0
parent(ginny_weasley, Z12)	parent(ginny_weasley, arthur_weasley)	0
parent(george_weasley, arthur_weasley)	parent(george_weasley, arthur_weasley)	0
ancestor(charlie_weasley, P)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(george_weasley, _EX5)	ancestor(X, Y) :- parent(X, Y)	0
parent(draco_malfoy, Z2)	parent(draco_malfoy, petunia_dursley)	0
parent(ron_weasley, Z2)	parent(ron_weasley, ginny_weasley)	0
parent(luna_lovegood, Z10)	parent(luna_lovegood, hermione_granger)	0
parent(P, arthur_weasley)	parent(P, arthur_weasley)	0
half_blood(X0)	half_blood(alastor_moody)	0
parent(percy_weasley, Z7)	parent(percy_weasley, lucius_malfoy)	0
parent(harry_potter, Z3)	parent(harry_potter, narcissa_malfoy)	0
ancestor(hugo_weasley, _EX5)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(james_sirius_potter, Z9)	parent(james_sirius_potter, alice_longbottom)	0
parent(harry_potter, Z3)	parent(harry_potter, xenophilius_lovegood)	0
parent(lily_luna_potter, Z9)	parent(lily_luna_potter, james_potter)	0
parent(james_sirius_potter, Z6)	parent(james_sirius_potter, lily_potter)	0
parent(albus_severus_potter, lily_potter)	parent(albus_severus_potter, lily_potter)	0
parent(harry_potter, Z2)	parent(harry_potter, harry_potter)	0
parent(charlie_weasley, Z2)	parent(charlie_weasley, lily_potter)	0
parent(dudley_dursley, Z9)	parent(dudley_dursley, hermione_granger)	0
parent(hugo_weasley, Z8)	parent(hugo_weasley, hermione_granger)	0
parent(ginny_weasley, Z4)	parent(ginny_weasley, harry_potter)	0
parent(dudley_dursley, Z12)	parent(dudley_dursley, frank_longbottom)	0
parent(albus_severus_potter, Z12)	parent(albus_severus_potter, petunia_dursley)	0
parent(luna_lovegood, Z10)	parent(luna_lovegood, ginny_weasley)	0
parent(dudley_dursley, Z2)	parent(dudley_dursley, james_potter)	0
parent(harry_potter, Z8)	parent(harry_potter, xenophilius_lovegood)	0
parent(ron_weasley, Z12)	parent(ron_weasley, frank_longbottom)	0
parent(hugo_weasley, Z11)	parent(hugo_weasley, ginny_weasley)	0
half_blood(X0)	half_blood(horace_slughorn)	0
parent(percy_weasley, Z3)	parent(percy_weasley, xenophilius_lovegood)	0
parent(hugo_weasley, Z6)	parent(hugo_weasley, narcissa_malfoy)	0
parent(luna_lovegood, Z9)	parent(luna_lovegood, hermione_granger)	0
parent(albus_severus_potter, Z4)	parent(albus_severus_potter, ron_weasley)	0
parent(neville_longbottom, Z8)	parent(neville_longbottom, narcissa_malfoy)	0
parent(harry_potter, Z4)	parent(harry_potter, alice_longbottom)	0
parent(hugo_weasley, Z9)	parent(hugo_weasley, alice_longbottom)	0
parent(lily_luna_potter, Z11)	parent(lily_luna_potter, arthur_weasley)	0
pure_blood(X0)	pure_blood(alice_longbottom)	0
parent(neville_longbottom, Z11)	parent(neville_longbottom, harry_potter)	0
parent(rose_weasley, Z9)	parent(rose_weasley, ginny_weasley)	0
parent(draco_malfoy, Z8)	parent(draco_malfoy, xenophilius_lovegood)	0
parent(luna_lovegood, Z9)	parent(luna_lovegood, alice_longbottom)	0
muggleborn(X0)	muggleborn(peter_pettigrew)	0
parent(neville_longbottom, Z11)	parent(neville_longbottom, petunia_dursley)	0
parent(charlie_weasley, Z8)	parent(charlie_weasley, james_potter)	0
muggleborn(X0)	muggleborn(cedric_diggory)	0
parent(albus_severus_potter, Z9)	parent(albus_severus_potter, petunia_dursley)	0
parent(fred_weasley, arthur_weasley)	parent(fred_weasley, arthur_weasley)	0
enemy(arthur_weasley, _EX5)	enemy(X, Y) :- member_of(X, death_eaters), member_of(Y, dumbledores_army)	0
parent(charlie_weasley, Z6)	parent(charlie_weasley, lucius_malfoy)	0
parent(rose_weasley, Z6)	parent(rose_weasley, james_potter)	0
parent(ginny_weasley, Z10)	parent(ginny_weasley, xenophilius_lovegood)	0
parent(george_weasley, Z11)	parent(george_weasley, arthur_weasley)	0
parent(neville_longbottom, Z8)	parent(neville_longbottom, hermione_granger)	0
parent(ron_weasley, Z12)	parent(ron_weasley, petunia_dursley)	0
parent(luna_lovegood, Z9)	parent(luna_lovegood, ginny_weasley)	0
half_blood(X0)	half_blood(fred_weasley)	0
parent(dudley_dursley, Z10)	parent(dudley_dursley, lily_potter)	0
ancestor(albus_severus_potter, X)	ancestor(X, Y) :- parent(X, Y)	0
parent(bill_weasley, Z11)	parent(bill_weasley, alice_longbottom)	0
parent(rose_weasley, Z9)	parent(rose_weasley, lily_potter)	0
parent(draco_malfoy, Z9)	parent(draco_malfoy, ron_weasley)	0
parent(percy_weasley, Z9)	parent(percy_weasley, molly_weasley)	0
parent(ron_weasley, Z6)	parent(ron_weasley, alice_longbottom)	0
parent(lily_luna_potter, Z11)	parent(lily_luna_potter, hermione_granger)	0
parent(Z6, Z7)	parent(Z6, lucius_malfoy)	0
ancestor(charlie_weasley, _EX3)	ancestor(X, Y) :- parent(X, Y)	0
parent(george_weasley, Z10)	parent(george_weasley, narcissa_malfoy)	0
parent(lily_luna_potter, Z8)	parent(lily_luna_potter, lucius_malfoy)	0
parent(hugo_weasley, Z8)	parent(hugo_weasley, lucius_malfoy)	0
witch(narcissa_malfoy)	witch(X) :- female(X), half_blood(X)	0
parent(george_weasley, Z8)	parent(george_weasley, frank_longbottom)	0
ancestor(james_sirius_potter, _EX5)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(dudley_dursley, james_sirius_potter)	ancestor(X, Y) :- parent(X, Y)	0
parent(james_sirius_potter, Z7)	parent(james_sirius_potter, ron_weasley)	0
parent(lily_luna_potter, Z8)	parent(lily_luna_potter, frank_longbottom)	0
male(X0)	male(siruis_black)	0
parent(hugo_weasley, Z4)	parent(hugo_weasley, molly_weasley)	0
parent(draco_malfoy, Z6)	parent(draco_malfoy, arthur_weasley)	0
parent(harry_potter, Z2)	parent(harry_potter, arthur_weasley)	0
parent(rose_weasley, lily_potter)	parent(rose_weasley, lily_potter)	0
parent(draco_malfoy, Z2)	parent(draco_malfoy, hermione_granger)	0
parent(harry_potter, Z0)	parent(harry_potter, molly_weasley)	0
parent(P, Z0)	parent(P, alice_longbottom)	0
parent(harry_potter, Z9)	parent(harry_potter, harry_potter)	0
parent(charlie_weasley, Z9)	parent(charlie_weasley, ginny_weasley)	0
parent(ron_weasley, Z3)	parent(ron_weasley, lily_potter)	0
ancestor(rose_weasley, Y)	ancestor(X, Y) :- parent(X, Y)	0
parent(fred_weasley, Z2)	parent(fred_weasley, james_potter)	0
parent(albus_severus_potter, Z2)	parent(albus_severus_potter, narcissa_malfoy)	0
parent(draco_malfoy, Z12)	parent(draco_malfoy, alice_longbottom)	0
parent(luna_lovegood, Z11)	parent(luna_lovegood, james_potter)	0
parent(albus_severus_potter, Z4)	parent(albus_severus_potter, ginny_weasley)	0
ancestor(george_weasley, _EX4)	ancestor(X, Y) :- parent(X, Y)	0
parent(rose_weasley, Z4)	parent(rose_weasley, lily_potter)	0
ancestor(neville_longbottom, _EX4)	ancestor(X, Y) :- parent(X, Y)	0
parent(ginny_weasley, arthur_weasley)	parent(ginny_weasley, arthur_weasley)	0
parent(ron_weasley, Z7)	parent(ron_weasley, xenophilius_lovegood)	0
parent(albus_severus_potter, Z4)	parent(albus_severus_potter, alice_longbottom)	0
parent(fred_weasley, Z11)	parent(fred_weasley, xenophilius_lovegood)	0
parent(albus_severus_potter, Z4)	parent(albus_severus_potter, hermione_granger)	0
parent(george_weasley, Z5)	parent(george_weasley, james_potter)	0
parent(neville_longbottom, Z9)	parent(neville_longbottom, vernon_dursley)	0
parent(harry_potter, Z9)	parent(harry_potter, petunia_dursley)	0
parent(neville_longbottom, Z2)	parent(neville_longbottom, xenophilius_lovegood)	0
parent(james_sirius_potter, Z9)	parent(james_sirius_potter, xenophilius_lovegood)	0
parent(albus_severus_potter, Z8)	parent(albus_severus_potter, molly_weasley)	0
parent(hugo_weasley, Z10)	parent(hugo_weasley, molly_weasley)	0
half_blood(X0)	half_blood(hermione_granger)	0
parent(ron_weasley, Z11)	parent(ron_weasley, lucius_malfoy)	0
parent(neville_longbottom, Z10)	parent(neville_longbottom, arthur_weasley)	0
parent(fred_weasley, Z3)	parent(fred_weasley, lucius_malfoy)	0
parent(rose_weasley, Z11)	parent(rose_weasley, lucius_malfoy)	0
parent(george_weasley, Z4)	parent(george_weasley, arthur_weasley)	0
parent(draco_malfoy, Z4)	parent(draco_malfoy, lily_potter)	0
muggleborn(X0)	muggleborn(pomona_sprout)	0
parent(ron_weasley, Z7)	parent(ron_weasley, ron_weasley)	0
ancestor(draco_malfoy, _EX4)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(ginny_weasley, Z11)	parent(ginny_weasley, molly_weasley)	0
parent(dudley_dursley, Z10)	parent(dudley_dursley, frank_longbottom)	0
parent(hugo_weasley, Z9)	parent(hugo_weasley, frank_longbottom)	0
parent(Z4, molly_weasley)	parent(Z4, molly_weasley)	0
parent(fred_weasley, Z2)	parent(fred_weasley, ginny_weasley)	0
parent(percy_weasley, Z7)	parent(percy_weasley, lily_potter)	0
parent(percy_weasley, Z6)	parent(percy_weasley, molly_weasley)	0
parent(harry_potter, Z8)	parent(harry_potter, harry_potter)	0
parent(rose_weasley, Z7)	parent(rose_weasley, arthur_weasley)	0
parent(dudley_dursley, Z12)	parent(dudley_dursley, vernon_dursley)	0
parent(ron_weasley, Z8)	parent(ron_weasley, lucius_malfoy)	0
ancestor(percy_weasley, james_sirius_potter)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(albus_severus_potter, james_sirius_potter)	ancestor(X, Y) :- parent(X, Y)	0
parent(draco_malfoy, Z3)	parent(draco_malfoy, alice_longbottom)	0
parent(lily_luna_potter, james_potter)	parent(lily_luna_potter, james_potter)	0
parent(albus_severus_potter, Z2)	parent(albus_severus_potter, frank_longbottom)	0
parent(percy_weasley, Z12)	parent(percy_weasley, ron_weasley)	0
parent(hugo_weasley, Z11)	parent(hugo_weasley, lucius_malfoy)	0
parent(albus_severus_potter, Z8)	parent(albus_severus_potter, arthur_weasley)	0
parent(draco_malfoy, Z7)	parent(draco_malfoy, arthur_weasley)	0
parent(ron_weasley, Z6)	parent(ron_weasley, molly_weasley)	0
parent(george_weasley, Z8)	parent(george_weasley, xenophilius_lovegood)	0
ancestor(fred_weasley, _EX3)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(ginny_weasley, Z3)	parent(ginny_weasley, lucius_malfoy)	0
parent(dudley_dursley, Z12)	parent(dudley_dursley, lucius_malfoy)	0
ancestor(neville_longbottom, james_sirius_potter)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(dudley_dursley, Z7)	parent(dudley_dursley, lily_potter)	0
muggleborn(X0)	muggleborn(cormac_mclaggen)	0
parent(Z1, Z2)	parent(Z1, molly_weasley)	0
parent(ron_weasley, Z12)	parent(ron_weasley, xenophilius_lovegood)	0
parent(Z6, Z7)	parent(Z6, james_potter)	0
parent(james_sirius_potter, Z6)	parent(james_sirius_potter, frank_longbottom)	0
half_blood(X0)	half_blood(rowena_ravenclaw)	0
parent(james_sirius_potter, Z6)	parent(james_sirius_potter, ginny_weasley)	0
parent(Z4, Z5)	parent(Z4, vernon_dursley)	0
parent(dudley_dursley, Z11)	parent(dudley_dursley, frank_longbottom)	0
parent(charlie_weasley, Z10)	parent(charlie_weasley, ron_weasley)	0
parent(albus_severus_potter, Z10)	parent(albus_severus_potter, petunia_dursley)	0
parent(george_weasley, Z9)	parent(george_weasley, james_potter)	0
parent(dudley_dursley, Z12)	parent(dudley_dursley, molly_weasley)	0
parent(lily_luna_potter, Z4)	parent(lily_luna_potter, vernon_dursley)	0
parent(fred_weasley, Z8)	parent(fred_weasley, lily_potter)	0
parent(Z8, Z9)	parent(Z8, narcissa_malfoy)	0
parent(james_sirius_potter, Z8)	parent(james_sirius_potter, arthur_weasley)	0
parent(harry_potter, Z6)	parent(harry_potter, ginny_weasley)	0
half_blood(X0)	half_blood(dolores_umbridge)	0
parent(ron_weasley, Z7)	parent(ron_weasley, lily_potter)	0
ancestor(rose_weasley, _EX5)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
muggleborn(X0)	muggleborn(minerva_mccgonagall)	0
parent(hugo_weasley, Z4)	parent(hugo_weasley, vernon_dursley)	0
parent(Z7, Z8)	parent(Z7, lucius_malfoy)	0
parent(luna_lovegood, Z2)	parent(luna_lovegood, lily_potter)	0
parent(ron_weasley, Z2)	parent(ron_weasley, lucius_malfoy)	0
parent(james_sirius_potter, Z3)	parent(james_sirius_potter, arthur_weasley)	0
parent(ginny_weasley, Z8)	parent(ginny_weasley, lucius_malfoy)	0
parent(james_sirius_potter, Z8)	parent(james_sirius_potter, vernon_dursley)	0
ancestor(harry_potter, P)	ancestor(X, Y) :- parent(X, Y)	0
parent(charlie_weasley, Z3)	parent(charlie_weasley, ginny_weasley)	0
ancestor(bill_weasley, _EX5)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(bill_weasley, Z10)	parent(bill_weasley, ron_weasley)	0
ancestor(lily_luna_potter, _EX3)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(fred_weasley, _EX5)	ancestor(X, Y) :- parent(X, Y)	0
parent(ginny_weasley, Z3)	parent(ginny_weasley, harry_potter)	0
parent(charlie_weasley, Z3)	parent(charlie_weasley, narcissa_malfoy)	0
ancestor(lily_luna_potter, X)	ancestor(X, Y) :- parent(X, Y)	0
parent(james_sirius_potter, Z7)	parent(james_sirius_potter, james_potter)	0
parent(luna_lovegood, Z9)	parent(luna_lovegood, arthur_weasley)	0
parent(charlie_weasley, Z12)	parent(charlie_weasley, molly_weasley)	0
parent(bill_weasley, Z3)	parent(bill_weasley, petunia_dursley)	0
parent(george_weasley, Z11)	parent(george_weasley, vernon_dursley)	0
parent(lily_luna_potter, Z7)	parent(lily_luna_potter, hermione_granger)	0
parent(ginny_weasley, Z6)	parent(ginny_weasley, vernon_dursley)	0
parent(ginny_weasley, Z3)	parent(ginny_weasley, arthur_weasley)	0
parent(george_weasley, lily_potter)	parent(george_weasley, lily_potter)	0
muggleborn(X0)	muggleborn(ron_weasley)	0
male(X0)	male(ginny_weasley)	0
parent(fred_weasley, Z6)	parent(fred_weasley, alice_longbottom)	0
ancestor(percy_weasley, P)	ancestor(X, Y) :- parent(X, Y)	0
parent(percy_weasley, Z11)	parent(percy_weasley, petunia_dursley)	0
parent(Z6, james_potter)	parent(Z6, james_potter)	0
parent(fred_weasley, Z8)	parent(fred_weasley, james_potter)	0
parent(fred_weasley, Z11)	parent(fred_weasley, petunia_dursley)	0
parent(neville_longbottom, Z12)	parent(neville_longbottom, arthur_weasley)	0
parent(luna_lovegood, Z8)	parent(luna_lovegood, petunia_dursley)	0
parent(james_sirius_potter, Z5)	parent(james_sirius_potter, xenophilius_lovegood)	0
ancestor(hugo_weasley, _EX5)	ancestor(X, Y) :- parent(X, Y)	0
parent(luna_lovegood, Z10)	parent(luna_lovegood, xenophilius_lovegood)	0
parent(draco_malfoy, Z4)	parent(draco_malfoy, vernon_dursley)	0
parent(neville_longbottom, Z8)	parent(neville_longbottom, ron_weasley)	0
parent(charlie_weasley, Z10)	parent(charlie_weasley, arthur_weasley)	0
parent(harry_potter, Z8)	parent(harry_potter, arthur_weasley)	0
parent(charlie_weasley, Z11)	parent(charlie_weasley, ginny_weasley)	0
ancestor(P, _EX4)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(fred_weasley, Z8)	parent(fred_weasley, hermione_granger)	0
pure_blood(X0)	pure_blood(hermione_granger)	0
parent(george_weasley, Z10)	parent(george_weasley, frank_longbottom)	0
parent(fred_weasley, Z11)	parent(fred_weasley, alice_longbottom)	0
parent(harry_potter, Z9)	parent(harry_potter, lucius_malfoy)	0
