goal	rule	score
p7(a1, a80)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p8(a27, X011, X011, X811)	p8(a27, a23, a23, a32)	0
p3(a92, a52)	p3(X9, X8) :- p3(X8, X7), p5(X9, X7, X0), p6(X9, X9), p3(X9, a52)	0
p7(a49, a29)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p7(a66, a48)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p6(X74, X74)	p6(a13, a13)	0
p5(a22, a95, a95)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p4(a54, a58)	p4(X5, X8) :- p5(X8, X5, X0)	0
p7(a52, a29)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p5(a83, a10, a10)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a38, a52)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p7(a14, a27)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p3(a19, a6)	p3(X9, X8) :- p3(X8, X7), p5(X9, X7, X0), p6(X9, X9), p3(X9, a52)	0
p7(a23, a73)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p5(a85, a10, a10)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p0(a66, a66)	p0(X6, X0) :- p6(X6, X0), p0(a22, X6)	0
p0(a0, a5)	p0(X6, X0) :- p6(X6, X0), p0(a22, X6)	0
p5(a1, a74, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p4(a1, a1)	p4(X4, X4) :- p8(X0, X4, a71, X1)	0
p5(a57, a11, a11)	p5(a57, X5, X7) :- p3(X5, X7)	0
p7(a45, a76)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p7(a19, a24)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p3(a16, a99)	p3(X9, X8) :- p3(X8, X7), p5(X9, X7, X0), p6(X9, X9), p3(X9, a52)	0
p5(a99, a22, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a20, a52)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p7(a11, a16)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p7(a33, a12)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p1(X1, a1)	p1(a1, X5) :- p3(X5, X5), p9(X5)	0
p5(a14, X4, X4)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a22, a10)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p5(a17, a29, X5)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a91, a11, a11)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p6(X613, X013)	p6(a14, a24)	0
p5(a17, a14, a5)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a14, a11, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a40, a40)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p4(X0, a52)	p4(X4, X4) :- p8(X0, X4, a71, X1)	0
p5(a17, X0, a6)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a17, a4, a23)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a17, X0, a10)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a49, a14, a14)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(X0, a30, a30)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a33, a7)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p3(X0, a59)	p3(X9, X8) :- p3(X8, X7), p5(X9, X7, X0), p6(X9, X9), p3(X9, a52)	0
p7(a41, a33)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p5(X0, a33, a39)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a19, a25, a25)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a94, a13)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p7(X8, a16)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p5(a24, a95, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(X0, a33, a47)	p5(a57, X5, X7) :- p3(X5, X7)	0
p4(a53, X7)	p4(X5, X8) :- p5(X8, X5, X0)	0
p7(a21, a1)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p5(a17, a95, a51)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a12, a28)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p5(a17, a57, a82)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a34, a0, a0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a25, a75)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p4(a89, a21)	p4(X5, X8) :- p5(X8, X5, X0)	0
p7(a33, a59)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p5(a79, a24, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p0(a22, X5)	p0(X2, X2) :- p3(X5, a95), p7(X2, X5)	0
p5(a17, a57, a7)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p0(X0, a80)	p0(X6, X0) :- p6(X6, X0), p0(a22, X6)	0
p7(a30, a56)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p6(X613, X013)	p6(a0, a49)	0
p7(a51, a73)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p5(a17, a55, a81)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(X2, a16)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p0(X0, a98)	p0(X6, X0) :- p6(X6, X0), p0(a22, X6)	0
p5(a52, a52, a52)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a17, a49, a16)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(X0, a93, X1)	p5(a57, X5, X7) :- p3(X5, X7)	0
p6(X611, X011)	p6(a1, a5)	0
p5(a47, X1, X1)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a38, a17, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p6(X75, X75)	p6(a90, a90)	0
p7(a27, a81)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p5(a17, a73, a29)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a17, a71, X8)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a57, X0)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p0(X0, a16)	p0(X0, X8) :- p8(a27, X0, X0, X8), p7(X0, a24)	0
p4(a79, a13)	p4(X5, X8) :- p5(X8, X5, X0)	0
p5(a0, X6, X6)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a24, a28, a28)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a48, a33, a24)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p4(a79, a52)	p4(X5, X8) :- p5(X8, X5, X0)	0
p7(a10, a87)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p5(a95, a8, a8)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p4(a5, a27)	p4(X5, X8) :- p5(X8, X5, X0)	0
p6(X76, X76)	p6(a15, a15)	0
p3(a51, a52)	p3(X9, X8) :- p3(X8, X7), p5(X9, X7, X0), p6(X9, X9), p3(X9, a52)	0
p3(a97, a40)	p3(X9, X8) :- p3(X8, X7), p5(X9, X7, X0), p6(X9, X9), p3(X9, a52)	0
p5(a25, a95, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a17, a88, a17)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a49, a10)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p5(a29, a79, a79)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a87, a95, a95)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a39, a1)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p5(a4, a33, a17)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a24, a5)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p5(a15, a16, a14)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a87, a33, a35)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a20, a43, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a71, a17)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p5(a64, a58, a58)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a95, a10, a10)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a10, a75)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p3(a72, a19)	p3(X9, X8) :- p3(X8, X7), p5(X9, X7, X0), p6(X9, X9), p3(X9, a52)	0
p5(a95, a58, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p0(a22, a24)	p0(X0, X8) :- p8(a27, X0, X0, X8), p7(X0, a24)	0
p5(a67, a24, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p4(a87, a13)	p4(X5, X8) :- p5(X8, X5, X0)	0
p5(a24, a33, a20)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a0, a2, a2)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(X0, a87, X1)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a95, a94)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p5(a58, a33, a33)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(X1, a19)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p7(a57, a33)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p6(X912, X912)	p6(a24, a24)	0
p3(a98, a26)	p3(X9, X8) :- p3(X8, X7), p5(X9, X7, X0), p6(X9, X9), p3(X9, a52)	0
p4(X0, a42)	p4(X5, X8) :- p5(X8, X5, X0)	0
p3(a87, a52)	p3(X9, X8) :- p3(X8, X7), p5(X9, X7, X0), p6(X9, X9), p3(X9, a52)	0
p5(a33, a33, a31)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a87, a73)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p5(X5, a33, a40)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a13, a75)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p5(a13, a17, a17)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a19, a24)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p7(a33, a12)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p7(a21, a25)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p7(a6, X0)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p4(X1, a6)	p4(X5, X8) :- p5(X8, X5, X0)	0
p4(a14, X6)	p4(X4, X4) :- p8(X0, X4, a71, X1)	0
p4(a25, X5)	p4(X4, X4) :- p8(X0, X4, a71, X1)	0
p7(a22, a49)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p3(a8, a24)	p3(X9, X8) :- p3(X8, X7), p5(X9, X7, X0), p6(X9, X9), p3(X9, a52)	0
p5(a6, a20, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a26, a57, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p0(a79, a79)	p0(X2, X2) :- p3(X5, a95), p7(X2, X5)	0
p5(a57, X4, X4)	p5(a57, X5, X7) :- p3(X5, X7)	0
p5(a55, a11, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a66, X0)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p4(a37, X0)	p4(X4, X4) :- p8(X0, X4, a71, X1)	0
p7(X0, a17)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p3(a91, a52)	p3(X9, X8) :- p3(X8, X7), p5(X9, X7, X0), p6(X9, X9), p3(X9, a52)	0
p4(a52, a17)	p4(X5, X8) :- p5(X8, X5, X0)	0
p5(a20, a33, a38)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p4(a11, a5)	p4(X5, X8) :- p5(X8, X5, X0)	0
p7(a51, a40)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p4(a32, a1)	p4(X5, X8) :- p5(X8, X5, X0)	0
p5(a43, a28, a28)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(X0, a84)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p7(a57, a47)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p4(X0, a61)	p4(X4, X4) :- p8(X0, X4, a71, X1)	0
p7(a61, a21)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p5(a43, a39, a39)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p4(X0, X1)	p4(X4, X4) :- p8(X0, X4, a71, X1)	0
p3(a66, a66)	p3(X9, X8) :- p3(X8, X7), p5(X9, X7, X0), p6(X9, X9), p3(X9, a52)	0
p3(a14, a37)	p3(X9, X8) :- p3(X8, X7), p5(X9, X7, X0), p6(X9, X9), p3(X9, a52)	0
p7(a94, a13)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p7(a44, X0)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p6(X99, X99)	p6(a49, a49)	0
p5(a17, a4, a17)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p4(a95, a81)	p4(X5, X8) :- p5(X8, X5, X0)	0
p7(a33, a59)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p6(X911, X911)	p6(a2, a2)	0
p7(a55, a24)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p7(a24, a1)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p8(a27, X012, X012, X812)	p8(a27, a23, a23, a19)	0
p4(a14, a6)	p4(X5, X8) :- p5(X8, X5, X0)	0
p0(X0, a72)	p0(X0, X8) :- p8(a27, X0, X0, X8), p7(X0, a24)	0
p4(a51, X1)	p4(X4, X4) :- p8(X0, X4, a71, X1)	0
p0(a0, a42)	p0(X6, X0) :- p6(X6, X0), p0(a22, X6)	0
p7(a13, a43)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p7(a12, a61)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p7(a14, a76)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p7(a17, a83)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p5(a39, a33, a87)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p4(a1, a19)	p4(X5, X8) :- p5(X8, X5, X0)	0
p5(a25, a76, a76)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a32, a1)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p4(a40, a14)	p4(X5, X8) :- p5(X8, X5, X0)	0
p3(a24, a16)	p3(X9, X8) :- p3(X8, X7), p5(X9, X7, X0), p6(X9, X9), p3(X9, a52)	0
p5(X4, a17, a17)	p5(a57, X5, X7) :- p3(X5, X7)	0
p1(X0, a13)	p1(a1, X5) :- p3(X5, X5), p9(X5)	0
p7(a10, a14)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p4(a80, a17)	p4(X5, X8) :- p5(X8, X5, X0)	0
p7(a38, X0)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p4(a17, a38)	p4(X5, X8) :- p5(X8, X5, X0)	0
p7(a57, a42)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p5(a17, X6, X0)	p5(X0, a82, a2) :- p0(X5, X5), p0(X5, X0)	0
p7(a34, a12)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p4(a21, a24)	p4(X5, X8) :- p5(X8, X5, X0)	0
p3(a80, a84)	p3(X9, X8) :- p3(X8, X7), p5(X9, X7, X0), p6(X9, X9), p3(X9, a52)	0
p5(a17, a66, a0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a17, a69, a57)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p6(X610, X010)	p6(a0, a92)	0
p5(a22, a1, a1)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a46, a24)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p5(a28, a33, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(X0, a61)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p7(a6, a28)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p5(a7, a43, a43)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p4(a17, a19)	p4(X5, X8) :- p5(X8, X5, X0)	0
p7(X0, X9)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p5(a11, a33, a22)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(X1, a38, a38)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p0(X0, a57)	p0(X6, X0) :- p6(X6, X0), p0(a22, X6)	0
p5(a87, a33, a82)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p3(a7, a48)	p3(X9, X8) :- p3(X8, X7), p5(X9, X7, X0), p6(X9, X9), p3(X9, a52)	0
p5(a17, a83, a80)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a95, a94)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p7(a51, a16)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p5(a81, a46, a46)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a56, a57)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p5(X1, X0, X2)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p3(a37, a28)	p3(X9, X8) :- p3(X8, X7), p5(X9, X7, X0), p6(X9, X9), p3(X9, a52)	0
p5(a89, a12, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a58, a33, a21)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p6(X93, X93)	p6(a45, a45)	0
p5(a17, a71, a19)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a89, a33, a82)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a92, a13)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p3(a68, a35)	p3(X9, X8) :- p3(X8, X7), p5(X9, X7, X0), p6(X9, X9), p3(X9, a52)	0
p7(a33, a22)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p7(a40, a77)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p6(X74, X74)	p6(a15, a15)	0
p5(a17, a89, a29)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a82, a0, a0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p4(a66, X0)	p4(X4, X4) :- p8(X0, X4, a71, X1)	0
p7(a1, a54)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p7(a1, a46)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p5(a39, a33, a19)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a79, a71, a71)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a47, a21, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a17, a49, a87)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a22, a49)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p4(a38, a28)	p4(X5, X8) :- p5(X8, X5, X0)	0
p7(a95, a25)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p5(a52, a81, a81)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a61, a33, a12)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a17, a22, a92)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a71, a54)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p7(a51, a40)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p7(a17, a82)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p7(a38, X8)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p5(a82, a1, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a17, a10, X8)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a17, a1, a74)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a17, a95, a38)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a82, a38, a38)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p0(a40, a40)	p0(X0, X8) :- p8(a27, X0, X0, X8), p7(X0, a24)	0
p0(a49, a49)	p0(X0, X8) :- p8(a27, X0, X0, X8), p7(X0, a24)	0
p5(a0, a57, a57)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p4(a48, a82)	p4(X5, X8) :- p5(X8, X5, X0)	0
p5(a16, a11, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a16, a61)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p4(a49, a81)	p4(X5, X8) :- p5(X8, X5, X0)	0
p5(a73, a0, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p4(a95, a29)	p4(X5, X8) :- p5(X8, X5, X0)	0
p5(a29, a81, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a38, a79, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a5, a21, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a57, a92, a92)	p5(a57, X5, X7) :- p3(X5, X7)	0
p5(a17, a17, a77)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p1(X5, a29)	p1(a1, X5) :- p3(X5, X5), p9(X5)	0
p7(a5, a54)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p5(a16, X4, X4)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p3(a84, a6)	p3(X9, X8) :- p3(X8, X7), p5(X9, X7, X0), p6(X9, X9), p3(X9, a52)	0
p5(a49, a19, a19)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a61, X5)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p3(a76, a16)	p3(X9, X8) :- p3(X8, X7), p5(X9, X7, X0), p6(X9, X9), p3(X9, a52)	0
p7(a75, a39)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p5(X1, a33, a89)	p5(a57, X5, X7) :- p3(X5, X7)	0
p4(a54, a17)	p4(X5, X8) :- p5(X8, X5, X0)	0
p6(X94, X94)	p6(a56, a56)	0
p7(a39, a11)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p5(a20, a54, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p3(a33, X8)	p3(X9, X8) :- p3(X8, X7), p5(X9, X7, X0), p6(X9, X9), p3(X9, a52)	0
p6(a54, a54)	p6(a54, a54)	0
p5(a12, a1, a1)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a40, a79)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p5(a22, a10, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(a14, a76)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p7(a17, a83)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p0(a22, a2)	p0(X0, X8) :- p8(a27, X0, X0, X8), p7(X0, a24)	0
p5(a14, a87, a87)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p0(X0, a28)	p0(X9, X9) :- p4(X9, a17)	0
p5(a6, a24, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a73, a82, X0)	p5(X0, a82, a2) :- p0(X5, X5), p0(X5, X0)	0
p7(a17, a61)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p5(a17, a33, a75)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p6(X910, X910)	p6(a3, a3)	0
p5(a67, a27, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a98, a45, X0)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p5(a33, a33, a32)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(X8, a24)	p7(X0, X3) :- p5(a17, X3, X0), p1(X3, X0)	0
p3(a98, a98)	p3(X9, X8) :- p3(X8, X7), p5(X9, X7, X0), p6(X9, X9), p3(X9, a52)	0
p5(a20, a51, a51)	p5(X4, X0, X8) :- p5(X0, X4, X4), p7(X8, X4)	0
p7(X0, a34)	p7(X6, X8) :- p4(X8, X6), p5(X6, a33, X8)	0
p0(X3, X5)	p0(X2, X2) :- p3(X5, a95), p7(X2, X5)	0
